fungal	fungus
obey	ok
fashionable	fissionable
addition	audition
audition	edition
addition	sedition
edition	sedition
carbine	combine
tonal	total
total	totaled
total	totem
attitude	latitude
downside	downsize
hourly	poorly
sigma	stigma
worsen	worsened
oscillate	oscillator
despair	dispel
dishonor	dishonored
genus	edginess
collate	relate
relation	relations
sister	cistern
supporting	supportive
lactic	tactic
evolution	devolution
devolution	revolution
inlaid	invade
viewer	viewers
incompetence	incompetency
airhead	egghead
allusion	delusion
allusion	illusion
nonchalance	nonchalant
govern	governed
governed	governor
guideline	sideline
utilize	utilized
adjust	adjuster
aesthetic	aesthetics
etching	itching
itching	witching
exhibit	exhibitor
struck	awestruck
bearish	boorish
bookish	boorish
bookish	bullish
boorish	bullish
broadcast	broadcaster
headlight	headline
headline	headliner
hairline	hemline
headline	hemline
overcook	overlook
overlook	overlooked
amend	amends
unsigned	unsound
proof	proofed
approve	approved
proved	approved
entrance	entrant
herpes	hippies
emigration	immigration
dedication	desiccation
strapping	stripping
trapping	strapping
stripping	stripling
tailoring	tapering
taping	tapering
lapping	tapping
tapping	trapping
brimming	trimming
decorate	decorator
insure	inure
inure	inured
rectal	rectum
rectal	rental
alms	arms
affection	defection
defection	detection
gainful	painful
scavenge	scavenger
correspondence	correspondent
malted	salted
belting	belching
genial	genius
infect	inflect
dislike	disliked
loaning	zoning
fixing	mixing
appraising	uprising
contagion	contagious
bacteria	bacterial
bacteria	bacterium
bacterial	bacterium
malaria	malarial
malarial	millennial
vessel	vestal
gullet	mullet
inflection	infliction
blemish	blemished
handbag	sandbag
pursue	pursued
pursued	pursuit
purser	pursuer
pursue	pursuer
pursued	pursuer
pursuer	pursuit
coterie	rotary
coterie	notary
notary	rotary
rosary	rotary
spunk	spunky
onus	bonus
onus	onerous
onus	opus
skew	skewer
revolve	revolved
deride	divide
devoid	divide
deacon	deepen
deepen	demon
merge	merged
merged	murdered
merged	merger
spurge	splurge
handball	handbill
juror	jury
rifle	trifle
trial	trifle
tribal	trifle
concise	consign
confine	consign
classify	classified
dumping	jumping
gather	gathered
gathered	gatherer
adapt	adapter
adapt	adaptor
bloomer	bloomers
bloomer	blooper
decree	decrease
decree	degree
decrease	decreed
decree	decreed
pistil	piston
recede	secede
secede	succeed
continue	continued
proceed	proceeds
harden	hardened
fertilize	fertilizer
handicap	handicapper
handicapped	handicapper
private	privates
argent	sergeant
abduct	abductor
foreign	foreigner
coroner	foreigner
strange	estrange
alias	bilious
heyday	payday
glib	glob
hallow	hallowed
baffle	baffled
razzle	frazzle
headed	hedged
headed	wedded
scenic	seasick
credit	credits
creditor	credits
bogus	bolus
bolus	bonus
bolus	boneless
bonus	boneless
deposit	depositor
battering	bettering
betting	bettering
incentive	inventive
gambler	rambler
counterfeit	counterfeiter
billionaire	millionaire
payback	playback
recession	secession
saving	savoring
working	workings
wordless	worthless
repeat	repeater
parity	parody
parity	verity
rarity	verity
pellet	appellate
pellet	prelate
mustachio	mustachioed
reword	seaward
gleam	agleam
cellular	secular
circular	secular
bounded	rounded
angled	tangled
mangled	tangled
tangle	tangled
gimmick	mimic
mimic	mythic
quip	equip
strengthen	strengthened
asserting	assertive
roughness	toughness
relapsing	relaxing
whiting	whitish
mission	emission
heinous	highness
blender	blunder
blunder	plunder
negligence	negligent
decipher	deciphered
corrode	furrowed
furrow	furrowed
outfit	outfitter
awning	inning
adored	adorned
adorn	adorned
reflecting	reflective
reflective	reflexive
possess	possessed
possess	possessor
possessed	possessor
maintain	maintained
warrant	warranty
retrace	retrain
control	comptroller
comptroller	controlled
control	controlled
controlled	controller
medial	menial
feature	featured
efface	deface
parole	parolee
survey	surveyor
timeless	tireless
reminiscence	reminiscent
docile	jostle
respect	respects
folks	folksy
hysteric	hysterics
raging	ranging
basic	basics
basis	basics
rusting	thrusting
thrusting	trusting
custom	accustom
orthodox	orthodoxy
teenage	teenaged
teenaged	teenager
jumble	jumbled
dodge	dodger
savoring	wavering
waving	wavering
painted	pointed
painted	pasted
pointed	appointed
acknowledge	acknowledged
identify	identified
identified	identifier
identify	identifier
realize	realized
recognize	recognized
forbid	furbish
furbish	furnish
demonstrate	demonstrator
display	displace
indicate	indicator
indicate	vindicate
portray	portrayed
anyway	anyways
imitation	limitation
flurry	foolery
lettered	petard
petard	pestered
vagina	vaginal
scant	scanty
bending	blending
lending	blending
hypnotize	hypnotized
fatigue	fatigues
dreaming	drumming
challenge	challenger
impassable	impossible
liable	likable
liable	likeable
duchy	touchy
drudge	trudge
grudge	trudge
amaze	amazed
abyss	amiss
cystic	mystic
flamboyance	flamboyant
pledge	pledged
dissent	dissenter
drooping	grouping
allege	alleged
alleged	pledged
plunder	plundered
clearing	clipping
expedition	expeditious
expedition	exposition
vacation	vacationer
proximate	approximate
dearly	nearly
allusion	collusion
collision	collusion
collusion	delusion
brushing	crushing
crashing	crushing
rushing	crushing
crashing	thrashing
license	licensee
reverse	reversed
revert	reversed
reasonable	seasonable
disclose	disclosed
carting	parting
abandon	abandoned
deletion	depletion
arbiter	orbiter
auditor	orator
orator	orbiter
arena	vena
vena	visa
vena	venal
vena	venous
vena	viva
olden	golden
radiation	irradiation
itching	pitching
pitting	pitching
pitching	witching
witching	switching
switching	twitching
witching	twitching
inhibit	inhibitor
stifle	stifled
grazing	phrasing
raising	phrasing
grazing	praising
phrasing	praising
raising	praising
praising	appraising
abscess	access
doorman	doormat
accede	exceed
prong	pronged
disadvantage	disadvantaged
impoverish	impoverished
jade	jailed
jail	jailed
jail	jailer
jailed	jailer
envision	envisioned
repetition	repetitious
boarding	hoarding
ballet	chalet
ballet	valet
chalet	valet
empress	impress
impress	impressed
dabble	dabbled
dabbled	dazzled
dabbled	doubled
domination	nomination
uncover	uncovered
stringent	astringent
speculate	speculator
tanker	tankard
tunic	tuning
tuning	turning
blowing	bellowing
bellowing	billowing
blowing	billowing
slowing	sloping
crowing	croaking
hypo	typo
gloaming	gloating
drilling	grilling
grilling	thrilling
weaken	weakened
weakened	weekend
barrette	bereft
ascertain	ascertained
bandy	banshee
whacking	waxing
profits	prophetess
bingo	bongo
central	ventral
emphasize	emphasized
fundamental	fundamentals
notable	potable
prominence	prominent
relevance	relevant
fervent	servant
vouch	voucher
accuse	accuser
accused	accuser
consequence	consequent
lapping	napping
napping	nipping
napping	tapping
rationality	irrationality
repay	prepay
escape	escaped
escape	escapee
escaped	escapee
authority	authorities
detecting	detective
interrogate	interrogator
torrent	warrant
lifted	listed
chairman	chessman
tempera	temporal
temple	temporal
rainstorm	brainstorm
measurable	memorable
phonograph	photograph
recall	recoil
emcee	emery
disorder	disordered
consider	considered
assume	assumed
stricture	structure
appraise	appraiser
psychic	sidekick
seduce	seducer
erotic	erotica
pornographer	pornography
simulate	stimulate
stimulate	stipulate
persistence	persistent
resistance	resistant
distal	pistil
distal	pistol
rifle	rifled
rifle	rightful
declare	declared
normally	normalcy
unbalance	unbalanced
immunity	impunity
consistence	consistent
lightness	likeness
lightness	rightness
lightness	whiteness
matron	patron
cetacean	sedation
sedition	sedation
cetacean	summation
sedation	summation
roiling	broiling
shackle	shackled
shackle	shekel
concerted	converted
beleaguer	believer
slender	splendor
spender	splendor
oppress	oppressor
oppressed	oppressor
oppressor	suppressor
suppress	suppressor
suppressed	suppressor
cirrus	serum
serum	theorem
unseal	unseat
unseat	conceit
unseat	unseen
regress	repress
repress	repressed
correction	corrections
misuse	misused
overfed	overfeed
rebuff	rebut
banding	branding
expiration	exploration
sublet	subset
robotic	robotics
colloquial	colloquium
deceptive	receptive
lighted	blighted
lighted	sighted
dudgeon	gudgeon
outrage	outraged
leeway	seaway
remake	retake
outsell	outset
cloning	clowning
inform	informer
informed	informer
describe	described
ascending	descending
defending	descending
offending	defending
follower	followers
overdone	overrun
blacken	blackened
checker	cheddar
counting	mounting
cloister	cloistered
permanence	permanent
skimp	skimpy
certify	certified
tensile	tinsel
consul	tonsil
tensile	tonsil
tinsel	tonsil
precede	proceeds
recede	precede
recede	reseed
dieting	rioting
wheaten	sweeten
oversea	overseer
oversee	overseer
overeat	overheat
surgeon	sturgeon
version	aversion
aboard	abort
committal	committed
posing	opposing
faro	pharos
farrow	pharos
cubic	cubit
wrangle	wrangler
nylon	pylon
pylon	python
haggard	hazard
haggard	hammered
edging	hedging
rending	renting
renting	tenting
bettering	lettering
letting	lettering
lemming	letting
creaking	creeping
reeking	creaking
creaking	shrieking
reeking	shrieking
weakling	weeklong
bluster	blustery
reverence	reverent
reverend	reverent
refiner	refinery
diabetic	dietetic
incidence	incident
incidence	insolence
indolent	insolent
censoring	centering
attachment	detachment
admire	admirer
appreciate	depreciate
forgive	furtive
aberration	adoration
accession	obsession
enchant	enchanter
corral	morale
morale	morass
gossip	gossipy
freaky	freebie
imperial	imperious
weekend	weekender
entitle	entitled
campaign	campaigner
radiate	irradiate
cobra	copra
reverence	irreverence
reverence	severance
sightsee	sightseer
debase	debate
debase	deface
debase	debased
debate	debased
debate	debater
distinguish	distinguished
lancer	lancers
protecting	protective
enliven	enlivened
slashing	splashing
lightness	tightness
rightness	tightness
tightness	whiteness
existence	existent
approve	uproot
passable	possible
passable	peaceable
peaceable	possible
audit	edit
audit	auditor
gist	jilt
banded	branded
arrant	errant
errand	errant
wholeness	holiness
superstition	superstitious
zealot	zealous
visualize	visualized
prolong	prolonged
squire	esquire
lodging	logic
logic	illogic
justify	justified
explanation	explication
inquire	inquirer
inquirer	inquiry
respond	responder
centaur	mentor
mistral	minstrel
informed	unformed
accompany	accompanied
decision	rescission
gymnastic	gymnastics
galosh	goulash
amused	bemused
corneal	cornmeal
gens	gent
civic	cynic
deaden	redden
deaden	leaden
unseal	unsealed
critic	cryptic
outcast	outlast
solitaire	solitary
scabbard	scattered
confection	convection
connection	convection
convection	conviction
integrate	integrator
joiner	joinery
torrid	torpid
buzzard	buzzword
unarmed	unharmed
irrigation	irritation
inconvenience	inconvenient
burying	varying
bragging	dragging
battering	shattering
emergence	emergent
hominy	nominee
chance	chancy
chassis	chancy
boozing	bruising
brewing	bruising
brooding	bruising
elected	collected
collected	selected
elected	selected
anonymous	synonymous
scuffle	scuttle
scuttle	skittle
spitting	splitting
spitting	spotting
spitting	spurting
spotting	spurting
stiffen	stiffener
radar	radon
turning	churning
profess	professor
profess	professed
professed	professor
focused	locust
locus	locust
lowest	locust
confirm	confirmed
lateral	literal
literal	literally
interpret	interpreter
honorable	operable
catalogue	cataloger
affect	effects
effect	effects
outlaw	outlawed
comeback	cutback
exterminate	exterminator
coincidence	coincident
makeover	takeover
earthen	urban
earthen	ermine
saline	spleen
extend	extent
react	reactor
enmity	entity
contraction	contraption
greeting	grieving
carnal	darnel
evaluate	devaluate
assess	assessor
abscess	obsess
assess	obsess
obsess	obsessed
evaluation	devaluation
valuation	evaluation
info	inflow
faded	fated
fitted	fated
lyric	pyrrhic
condor	conjure
rational	rationale
sympathize	sympathizer
requester	sequester
oblige	obliged
fawning	yawning
panting	ranting
ranting	renting
mallard	mannered
movable	immovable
alteration	alternation
manipulate	manipulator
modify	modified
modify	mollify
reform	reformer
transform	transformed
transform	transformer
transformed	transformer
incise	incisor
incised	incisor
incisor	insider
apprise	reprise
overrate	overwrite
untied	untried
scrubby	scruffy
abused	abuser
abuser	accuser
gnarl	snarl
founding	foundering
foundering	foundling
founding	foundling
founding	pounding
founding	rounding
pounding	rounding
founding	sounding
pounding	sounding
rounding	sounding
fairground	foreground
kinetics	phonetics
phonetic	phonetics
phonetic	frenetic
enhance	enhancer
improve	improved
hackney	hackneyed
larva	larval
larval	marvel
mockery	moxie
poking	posing
poking	soaking
fitted	pitted
